"No.","Time","Source","Destination","Protocol","Length","Info"
"801","5626.159199","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"802","5626.159307","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"803","5626.159570","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"804","5626.208908","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"805","5626.209127","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"806","5626.246463","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"807","5627.301376","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"808","5627.301543","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"809","5627.347655","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"810","5627.347786","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"811","5637.365297","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"812","5637.365468","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"813","5637.397180","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"814","5637.397025","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"815","5656.285424","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"816","5656.285608","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"817","5656.285702","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"818","5656.289511","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"819","5656.296830","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"820","5656.619119","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"821","5656.619230","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"822","5656.619503","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"823","5656.664362","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"824","5656.664181","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"825","5656.697204","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"826","5657.746141","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"827","5657.746299","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"828","5657.797838","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"829","5657.797721","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"830","5666.355879","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"831","5666.356062","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"832","5666.397651","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"833","5666.397497","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"834","5686.750819","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"835","5686.751007","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"836","5686.751079","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"837","5686.754830","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"838","5686.756896","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"839","5928.189329","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"840","5928.189446","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"841","5928.189765","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"842","5928.234445","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"843","5928.234139","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"844","5928.250228","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"845","5929.328839","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"846","5929.328649","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"847","5929.350104","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"848","5929.349985","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"849","5937.975059","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"850","5937.974911","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"851","5937.999805","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"852","5937.999714","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"853","5958.310349","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"854","5958.310173","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"855","5958.310435","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"856","5958.313679","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"857","5958.319850","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"858","5958.518966","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"859","5958.518521","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"860","5958.518672","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"861","5958.564163","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"862","5958.564294","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"863","5958.600712","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"864","5959.650335","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"865","5959.650477","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"866","5959.700307","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"867","5959.700421","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"868","5969.116050","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"869","5969.116223","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"870","5969.150646","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"871","5969.150512","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"872","5988.650106","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"873","5988.650274","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"874","5988.650351","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"875","5988.653109","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"876","5988.653648","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"877","6229.179852","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"878","6229.179959","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"879","6229.180220","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"880","6229.226253","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"881","6229.226395","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"882","6229.253052","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"883","6230.315874","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"884","6230.316005","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"885","6230.352790","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"886","6230.352900","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"887","6241.280028","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"888","6241.279881","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"889","6241.302541","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"890","6241.302651","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"891","6273.236457","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"892","6273.236629","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"893","6273.236684","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"894","6273.240001","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"895","6273.242638","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"896","6518.169701","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"897","6518.169552","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"898","6518.170016","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"899","6518.216315","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"900","6518.216507","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"901","6518.255373","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"902","6519.300453","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"903","6519.300641","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"904","6519.355500","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"905","6519.355606","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"906","6528.136139","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"907","6528.136316","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"908","6528.155014","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"909","6528.154887","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"910","6563.442892","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"911","6563.442813","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"912","6563.442669","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"913","6563.448659","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"914","6563.455399","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"915","6855.410089","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"916","6855.410196","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"917","6855.410509","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"918","6855.458857","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"919","6855.458642","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"920","6855.507928","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"921","6856.534842","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"922","6856.534706","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"923","6856.558396","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"924","6856.558304","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"925","6865.256244","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"926","6865.256083","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"927","6865.309133","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"928","6865.309292","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"929","6885.645963","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"930","6885.645878","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"931","6885.645713","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"932","6885.649644","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"933","6885.658537","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"934","7129.190184","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"935","7129.189714","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"936","7129.189845","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"937","7129.236365","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"938","7129.236524","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"939","7129.261416","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"940","7130.310380","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"941","7130.310210","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"942","7130.361488","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"943","7130.361641","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"944","7139.035949","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"945","7139.035821","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"946","7139.060849","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"947","7139.060738","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"948","7226.705824","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"949","7226.705892","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"950","7226.705674","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"951","7226.710798","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"952","7226.711825","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"953","7247.802457","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"954","7247.802661","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"955","7247.802758","10.100.0.1","20.100.0.1","S1AP","114","Paging"
"956","7248.279898","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"957","7248.279516","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"958","7248.279603","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"959","7248.324264","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"960","7248.324468","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"961","7248.362658","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"962","7249.416283","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"963","7249.416153","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"964","7249.462349","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"965","7249.462188","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"966","7258.075827","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"967","7258.075976","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"968","7258.111918","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"969","7258.111797","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"970","7278.731843","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"971","7278.731905","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"972","7278.731606","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"973","7278.735451","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"974","7278.742206","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"975","7382.409741","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"976","7382.409520","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"977","7382.409817","10.100.0.1","20.100.0.1","S1AP","114","Paging"
"978","7382.669775","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"979","7382.669907","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"980","7382.670206","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"981","7382.714915","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"982","7382.714715","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"983","7382.762945","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"984","7383.797726","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"985","7383.797841","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"986","7383.813280","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"987","7383.813384","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"988","7392.646436","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"989","7392.646276","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"990","7392.664222","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"991","7392.663880","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"992","7424.841298","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"993","7424.841452","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"994","7424.841529","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"995","7424.844896","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"996","7424.853095","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"997","7425.058426","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"998","7425.058332","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"999","7425.058745","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"1000","7425.104697","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"1001","7425.104487","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"1002","7425.164233","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1003","7426.195304","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1004","7426.195479","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1005","7426.212916","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1006","7426.213035","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1007","7434.835353","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1008","7434.835545","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1009","7434.863530","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1010","7434.863653","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1011","7455.620737","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"1012","7455.620892","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"1013","7455.620948","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"1014","7455.624793","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"1015","7455.633639","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"1016","7756.169309","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"1017","7756.169458","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"1018","7756.169738","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"1019","7756.214885","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"1020","7756.214705","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"1021","7756.266861","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1022","7757.298325","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1023","7757.298458","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1024","7757.317051","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1025","7757.317146","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1026","7776.815991","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1027","7776.816175","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1028","7776.867043","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1029","7776.866942","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1030","7819.630966","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"1031","7819.631025","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"1032","7819.630822","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"1033","7819.634329","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"1034","7819.636420","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"1035","8056.150004","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"1036","8056.150236","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"1037","8056.149894","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"1038","8056.209853","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"1039","8056.210059","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"1040","8056.212933","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"1041","8056.212994","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"1042","8056.220793","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1043","8057.290380","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1044","8057.290534","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1045","8057.319407","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1046","8057.319515","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1047","8065.936098","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1048","8065.936284","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1049","8065.969811","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1050","8065.969693","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1051","8108.285779","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"1052","8108.285971","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"1053","8108.285918","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"1054","8108.289854","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"1055","8108.289732","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"1056","8110.079974","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"1057","8110.079563","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"1058","8110.079705","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"1059","8110.129332","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"1060","8110.129478","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"1061","8110.170300","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1062","8111.212807","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1063","8111.212660","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1064","8111.270003","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1065","8111.269861","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1066","8122.192305","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1067","8122.192510","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1068","8122.219550","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1069","8122.219668","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1070","8140.135572","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"1071","8140.135757","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"1072","8140.135858","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"1073","8140.139707","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"1074","8140.139556","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"1075","8152.199588","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"1076","8152.199484","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"1077","8152.199952","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"1078","8152.249457","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"1079","8152.249281","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"1080","8152.260166","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"1081","8152.260242","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"1082","8152.270942","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"1083","8153.340809","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"1084","8153.340982","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"1085","8153.370038","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"1086","8153.369908","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
