"No.","Time","Source","Destination","Protocol","Length","Info"
"226","1060.500771","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"227","1060.500469","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"228","1060.500700","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"229","1060.504523","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"230","1060.505080","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"231","1062.409237","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"232","1062.409060","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"233","1062.409566","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"234","1062.454111","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"235","1062.454319","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"236","1062.504700","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"237","1063.538295","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"238","1063.538121","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"239","1063.554491","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"240","1063.554635","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"241","1072.245715","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"242","1072.245568","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"243","1072.305125","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"244","1072.305000","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"245","1092.463314","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"246","1092.463177","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"247","1092.463423","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"248","1092.466151","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"249","1092.474473","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"250","1095.299137","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"251","1095.299244","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"252","1095.299537","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"253","1095.344259","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"254","1095.344118","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"255","1095.405729","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"256","1096.426405","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"257","1096.426570","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"258","1096.455388","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"259","1096.455530","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"260","1106.555664","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"261","1106.555483","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"262","1106.605502","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"263","1106.605592","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"264","1125.430954","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"265","1125.431027","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"266","1125.430794","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"267","1125.435702","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"268","1125.435547","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"269","1215.729321","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"270","1215.728948","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"271","1215.729079","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"272","1215.774735","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"273","1215.774555","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"274","1215.806691","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"275","1216.857259","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"276","1216.857093","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"277","1216.906371","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"278","1216.906479","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"279","1225.715540","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"280","1225.715697","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"281","1225.756973","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"282","1225.756759","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"283","1245.813537","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"284","1245.813695","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"285","1245.813751","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"286","1245.818122","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"287","1245.826534","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"288","1287.229799","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"289","1287.229901","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"290","1287.230178","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"291","1287.276505","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"292","1287.276730","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"293","1287.306700","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"294","1288.366370","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"295","1288.366511","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"296","1288.407642","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"297","1288.407804","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"298","1297.035135","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"299","1297.035312","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"300","1297.057199","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"301","1297.057325","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"302","1317.362915","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"303","1317.363185","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"304","1317.363083","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"305","1317.366912","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"306","1317.367028","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"307","1455.200153","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"308","1455.200408","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"309","1455.200057","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"310","1455.246013","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"311","1455.245806","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"312","1455.258775","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"313","1455.258693","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"314","1455.309152","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"315","1456.330287","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"316","1456.330140","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"317","1456.358904","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"318","1456.359081","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"319","1462.270518","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"320","1462.270732","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"321","1462.308930","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"322","1462.308815","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"323","1496.535171","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"324","1496.534939","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"325","1496.535100","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"326","1496.538026","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"327","1496.539070","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"328","1647.331127","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"329","1647.330861","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"330","1647.331191","10.100.0.1","20.100.0.1","S1AP","114","Paging"
"331","1648.279536","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"332","1648.279675","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"333","1648.280045","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"334","1648.324213","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"335","1648.324366","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"336","1648.360943","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"337","1649.415460","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"338","1649.415647","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"339","1649.461056","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"340","1649.461281","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"341","1658.005373","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"342","1658.005540","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"343","1658.060703","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"344","1658.060843","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"345","1689.980436","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"346","1689.980260","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"347","1689.980506","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"348","1689.982740","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"349","1689.983252","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"350","1756.198872","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"351","1756.198492","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"352","1756.198601","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"353","1756.244142","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"354","1756.244284","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"355","1756.261695","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"356","1757.320432","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"357","1757.320249","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"358","1757.361729","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"359","1757.361598","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"360","1768.297384","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"361","1768.297539","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"362","1768.311795","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"363","1768.311911","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"364","1786.320792","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"365","1786.320960","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"366","1786.321032","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"367","1786.324910","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"368","1786.331126","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"369","1787.099666","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"370","1787.100018","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"371","1787.099516","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"372","1787.144372","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"373","1787.144234","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"374","1787.161568","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"375","1788.219538","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"376","1788.219712","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"377","1788.261351","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"378","1788.261495","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"379","1799.197788","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"380","1799.197608","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"381","1799.211576","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"382","1799.211689","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"383","1817.230697","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"384","1817.230872","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"385","1817.230958","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"386","1817.234139","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"387","1817.241874","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"388","2056.229871","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"389","2056.230160","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"390","2056.229751","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"391","2056.274215","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"392","2056.274423","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"393","2056.314196","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"394","2057.358358","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"395","2057.358505","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"396","2057.414283","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"397","2057.414190","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"398","2066.155679","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"399","2066.155514","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"400","2066.164318","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"401","2066.164437","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"402","2086.350577","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"403","2086.350753","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"404","2086.350830","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"405","2086.354717","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"406","2086.354569","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"407","2087.118981","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"408","2087.118725","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"409","2087.118598","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"410","2087.164276","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"411","2087.164055","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"412","2087.215013","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"413","2088.248169","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"414","2088.247983","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"415","2088.264002","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"416","2088.264133","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"417","2099.217863","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"418","2099.218037","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"419","2099.264542","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"420","2099.264774","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"421","2117.251133","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"422","2117.251208","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"423","2117.250985","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"424","2117.254001","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"425","2117.255050","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"426","2295.249700","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"427","2295.249846","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"428","2295.250178","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"429","2295.296102","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"430","2295.295899","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"431","2295.316395","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"432","2296.369232","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"433","2296.369407","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"434","2296.417083","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"435","2296.417187","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"436","2307.347885","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"437","2307.348082","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"438","2307.366368","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"439","2307.366264","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"440","2325.335496","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"441","2325.335714","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"442","2325.335789","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"443","2325.339526","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"444","2325.346301","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"445","2325.589641","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"446","2325.589754","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"447","2325.590044","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"448","2325.636438","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"449","2325.636241","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"450","2325.646688","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"451","2325.646778","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"452","2325.666823","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"453","2326.719419","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"454","2326.719600","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"455","2326.766194","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"456","2326.766302","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"457","2334.051224","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"458","2334.051401","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"459","2334.066860","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"460","2334.066747","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"461","2367.195427","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"462","2367.195670","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"463","2367.195581","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"464","2367.198921","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"465","2367.206282","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"466","2367.969062","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"467","2367.968739","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"468","2367.968576","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"469","2368.016274","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"470","2368.016460","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"471","2368.067300","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"472","2369.098967","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"473","2369.099109","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"474","2369.116642","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"475","2369.116770","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"476","2380.068076","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"477","2380.068204","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"478","2380.117255","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"479","2380.117141","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"480","2398.102281","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"481","2398.102430","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"482","2398.102500","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"483","2398.105258","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"484","2398.106819","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"485","2639.178709","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"486","2639.179046","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"487","2639.178577","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"488","2639.226505","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"489","2639.226757","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"490","2639.269607","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"491","2640.299627","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"492","2640.299800","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"493","2640.320067","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"494","2640.320150","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"495","2649.096029","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"496","2649.096169","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"497","2649.119725","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"498","2649.119626","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"499","2669.302383","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"500","2669.302212","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"501","2669.302454","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"502","2669.306187","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"503","2669.309357","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"504","2670.088113","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"505","2670.088004","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"506","2670.088411","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"507","2670.133907","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"508","2670.134072","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"509","2670.169447","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"510","2671.228830","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"511","2671.228655","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"512","2671.269944","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
